property_type,society,sector,price,pricePerSqft,bedRoom,bathroom,balcony,floorNum,agePossession,built_up_area,study room,others,store room,pooja room,servant room,furnishing_type,luxury_score,area_per_bedroom
house,independent,sector 8,0.82,9111.0,4,3,3,2.0,Moderately Old,900.0,0,0,0,0,0,1,8,225.0
house,independent,sector 12,0.7,4118.0,4,4,1,2.0,Moderately Old,1700.0,0,0,0,0,0,0,0,425.0
house,independent,sector 11,0.95,7308.0,5,3,0,1.0,Old Property,1300.0,0,0,0,0,0,0,0,260.0
house,independent,sector 67,1.3,8701.0,4,4,2,1.0,Old Property,1494.0,0,0,0,0,0,0,0,373.5
house,housing board colony,sector 28,3.5,25926.0,6,6,3,3.0,Relatively New,1350.0,0,0,0,0,0,0,0,225.0
house,independent,sector 8,0.8,6667.0,8,8,2,1.0,Relatively New,1200.0,0,0,0,0,0,0,0,150.0
house,independent,sector 26,6.0,33333.0,8,5,3+,3.0,Old Property,1800.0,0,0,0,0,0,1,8,225.0
house,shivpuri,sector 7,2.8,12444.0,10,7,3,1.0,Old Property,2250.0,1,1,0,1,1,3,0,225.0
house,ansal heights,sector 92,2.75,9793.0,4,4,3+,3.0,Relatively New,5000.0,1,0,0,1,0,0,0,702.0
house,ninex city,sector 76,1.75,6250.0,4,4,0,14.0,New Property,3111.0,0,0,0,0,0,0,0,700.0
house,spaze privy,sector 72,3.1,8486.0,5,5,3+,21.0,Relatively New,3653.0,0,0,0,0,0,0,0,730.6
house,independent,sector 7,1.16,11717.0,5,4,2,1.0,Old Property,122.0,0,0,0,0,0,0,0,198.0
house,signature global park,sector 33,0.85,7589.0,3,2,2,1.0,Under Construction,1120.0,0,0,0,0,0,0,12,373.3333333333333
house,independent,sector 12,0.9,13333.0,4,4,0,2.0,Old Property,675.0,0,0,0,0,0,0,0,168.75
house,independent,sector 14,5.0,22222.0,3,3,3,1.0,Moderately Old,2250.0,0,0,0,0,0,0,25,750.0
house,unitech uniworld resorts,sector 33,9.5,23336.0,5,7,3+,2.0,Under Construction,4071.0,1,0,1,1,1,0,65,814.2
house,independent,sector 56,7.25,29340.0,8,8,3+,0.0,Moderately Old,2471.0,0,0,0,0,0,1,19,308.875
house,independent,sector 3,1.5,10288.0,3,3,0,2.0,Old Property,210.0,0,0,0,0,0,0,0,486.0
house,dlf gardencity enclave,sector 93,1.3,11285.0,3,2,1,3.0,Relatively New,1152.0,0,0,0,0,0,0,53,384.0
house,independent,sector 13,2.25,6944.0,10,10,2,1.0,Moderately Old,400.0,0,0,0,0,0,0,0,324.0
house,independent,sector 7,1.15,8519.0,5,3,2,2.0,Old Property,1350.0,0,0,0,1,0,0,14,270.0
house,house number b-34,sector 5,0.8,8889.0,2,2,1,1.0,Old Property,900.0,0,0,0,0,0,0,0,450.0
house,independent,sector 21,1.6,11852.0,5,5,2,3.0,Relatively New,120.0,0,0,0,0,0,0,0,270.0
house,independent,sector 26,7.0,39260.0,5,5,2,3.0,Relatively New,1783.0,0,0,0,0,1,0,8,356.6
house,independent,sector 9,0.5,6083.0,3,2,1,1.0,Old Property,822.0,0,0,0,0,0,0,0,274.0
house,independent,sector 21,0.45,8411.0,3,2,1,1.0,Relatively New,594.0,0,0,0,0,0,0,0,178.33333333333334
house,independent,sector 13,0.62,3588.0,6,6,0,3.0,Moderately Old,192.0,0,0,0,0,0,0,0,288.0
house,independent,sector 6,1.0,4630.0,6,4,0,3.0,Moderately Old,240.0,0,0,0,0,0,0,0,360.0
house,independent,sector 102,0.95,7280.0,7,6,3+,3.0,Old Property,1305.0,0,0,0,0,0,0,0,186.42857142857144
house,ats tourmaline,sector 109,1.87,8698.0,3,4,0,12.0,Relatively New,2150.0,0,0,0,0,0,0,0,716.6666666666666
house,independent,sector 3 phase 3 extension,0.85,8500.0,1,1,0,1.0,Relatively New,1000.0,0,0,0,0,0,0,0,1000.0
house,bhawani enclave,sector 12,0.42,8235.0,3,3,0,2.0,New Property,567.0,0,0,0,1,0,0,0,170.0
house,independent,sector 3 phase 3 extension,0.75,6410.0,2,2,0,1.0,Relatively New,130.0,0,0,0,0,0,0,0,585.0
house,independent,sector 105,1.35,3857.0,5,3,3,3.0,Moderately Old,3500.0,0,0,0,0,0,0,0,700.0
house,independent,sector 57,4.7,21759.0,3,3,2,2.0,Old Property,2160.0,0,1,0,0,1,0,34,720.0
house,independent,sector 5,1.65,8333.0,9,9,0,1.0,New Property,220.0,0,0,0,0,0,0,0,220.0
house,independent,sector 55,2.8,18667.0,4,4,0,2.0,Old Property,1500.0,0,0,0,0,0,0,0,375.0
house,independent,sector 33,0.07,2527.0,1,1,0,1.0,Relatively New,33.0,0,0,0,0,0,0,0,277.0
house,independent,sector 38,3.5,24306.0,3,3,2,1.0,Relatively New,1440.0,0,0,0,0,0,0,0,480.0
house,project housing board colony,sector 28,2.58,17695.0,4,2,2,2.0,Relatively New,1458.0,0,0,0,0,0,0,0,364.5
house,dlf the arbour,sector 63,8.5,21519.0,4,4,3+,27.0,New Property,3950.0,0,0,0,0,0,0,71,987.5
house,independent,sector 9,1.1,6111.0,4,3,1,2.0,Old Property,200.0,0,0,0,0,0,0,0,450.0
house,independent,sector 12,2.5,13889.0,9,5,2,1.0,Old Property,1800.0,0,0,0,1,0,0,6,200.0
house,independent,sector 38,3.5,20325.0,3,2,2,1.0,Moderately Old,1722.0,0,0,0,0,0,0,0,574.0
house,huda plots,sector 56,2.95,20359.0,2,2,2,1.0,Moderately Old,1449.0,0,0,0,0,0,0,24,724.5
house,independent,sector 105,0.7,5833.0,3,2,2,1.0,Moderately Old,1200.0,0,0,0,0,0,0,0,400.0
house,independent,sector 7,1.16,11694.0,5,4,2,3.0,Moderately Old,1102.0,0,1,0,0,0,0,35,198.4
house,independent,sector 43,14.0,39886.0,9,9,3+,4.0,Moderately Old,3510.0,0,0,0,0,1,0,4,390.0
house,independent,sector 7,1.35,4545.0,4,5,0,3.0,Old Property,330.0,0,0,0,0,0,0,0,742.5
house,anamika enclave,sector 12,6.0,14493.0,9,9,3+,3.0,Old Property,9000.0,0,0,0,0,0,0,8,460.0
house,independent,sector 4,1.1,11111.0,6,4,1,2.0,Moderately Old,990.0,0,0,0,0,0,0,0,165.0
house,independent,sector 37d,2.5,13158.0,5,5,3+,2.0,Relatively New,1900.0,0,0,0,0,0,0,0,380.0
house,independent,sector 7,0.53,5889.0,2,2,0,1.0,Old Property,900.0,0,0,0,0,0,0,0,450.0
house,independent,sector 7,2.0,11111.0,2,2,1,2.0,Relatively New,1800.0,0,0,0,0,0,0,0,900.0
house,independent,sector 56,8.0,9654.0,10,10,3+,4.0,Relatively New,8286.0,1,0,0,1,1,4,105,828.7
house,independent,sector 13,0.45,4808.0,1,1,0,1.0,Moderately Old,936.0,0,0,0,0,0,0,0,936.0
house,independent,sector 105,0.37,8222.0,2,2,1,1.0,Moderately Old,450.0,0,1,0,0,0,0,0,225.0
house,independent,sector 12,1.72,11111.0,6,3,1,2.0,Old Property,172.0,0,1,0,0,0,0,0,258.0
house,independent,sector 11,1.35,3857.0,10,6,3+,3.0,Old Property,3500.0,0,0,0,0,0,0,0,350.0
house,independent,sector 105,0.5,5556.0,2,2,0,1.0,Moderately Old,100.0,0,0,0,0,0,0,0,450.0
house,independent,sector 8,0.62,11273.0,3,1,0,2.0,Moderately Old,550.0,0,0,0,0,0,0,0,183.33333333333331
house,independent,sector 92,1.8,7627.0,4,5,0,13.0,Relatively New,2360.0,0,0,0,0,0,0,0,590.0
house,independent,sector 108,1.7,5667.0,4,4,3+,1.0,Relatively New,3000.0,0,0,0,0,0,0,0,750.0
house,independent,sector 3 phase 3 extension,0.55,5000.0,2,1,0,1.0,Relatively New,1100.0,0,0,0,0,0,0,0,550.0
house,independent,sector 3 phase 3 extension,1.5,5000.0,6,1,0,1.0,New Property,3000.0,0,0,0,0,0,0,0,500.0
house,independent,sector 109,1.55,6568.0,3,2,0,1.0,Relatively New,2360.0,0,0,0,0,0,0,0,786.6666666666666
house,independent,sector 8,2.1,8387.0,4,3,0,2.0,Moderately Old,2504.0,0,0,0,0,0,0,0,626.0
house,independent,sector 7,0.95,21111.0,2,1,1,3.0,New Property,450.0,0,0,0,0,0,0,10,225.0
house,vatika sovereign next,sector 82a,3.85,7500.0,5,6,3+,6.0,Relatively New,5140.0,0,0,0,0,0,0,68,1026.6
house,independent,sector 6,0.66,10784.0,3,2,1,2.0,Old Property,612.0,0,0,0,0,0,0,27,204.0
house,independent,sector 13,1.5,10519.0,2,2,2,3.0,Old Property,1426.0,1,0,0,1,0,0,8,713.0
house,independent,sector 17a,1.52,19869.0,2,2,1,1.0,Old Property,105.0,0,0,0,0,0,0,16,382.5
house,independent,sector 110,1.0,8795.0,3,2,2,1.0,Old Property,120.0,0,0,0,1,0,0,0,379.0
house,independent,sector 11,1.05,9722.0,3,2,0,1.0,Old Property,1080.0,0,0,0,0,0,0,0,360.0
house,independent,sector 4,0.85,7522.0,3,3,0,1.0,Moderately Old,1130.0,0,0,0,0,0,0,0,376.6666666666667
house,independent,sector 8,0.58,5659.0,4,2,1,2.0,Old Property,1025.0,0,0,0,1,0,0,4,256.25
house,independent,sector 7,0.45,5000.0,3,2,0,1.0,Old Property,1000.0,0,0,0,0,0,0,0,300.0
house,independent,sector 5,0.7,7701.0,2,2,0,1.0,Moderately Old,909.0,0,0,0,0,0,5,49,454.5
house,independent,sector 8,1.4,8235.0,2,2,1,3.0,Relatively New,1700.0,0,0,0,0,0,0,0,850.0
house,iffco nagar and 17b rwa,sector 17,3.5,24306.0,6,5,3,3.0,Old Property,1440.0,0,0,0,0,0,0,40,240.0
house,independent,sector 7,1.75,11111.0,4,2,2,2.0,Old Property,1575.0,0,1,0,0,0,0,24,393.75
house,bhim garh kheri,sector 3,0.75,6410.0,4,2,2,2.0,Old Property,1170.0,0,0,0,0,0,0,12,292.5
house,independent,sector 3,0.92,15257.0,4,1,0,1.0,Old Property,603.0,0,0,0,0,0,0,0,150.75
house,independent,sector 4,1.1,6111.0,8,4,3+,2.0,Old Property,1800.0,0,0,0,0,0,0,4,225.0
house,independent,sector 3,0.37,7923.0,1,1,1,1.0,Relatively New,480.0,0,0,0,0,0,0,0,467.0
house,independent,sector 3 phase 2,1.1,10000.0,5,4,2,1.0,Relatively New,1100.0,0,0,0,0,0,0,0,220.0
house,independent,sector 11,0.8,8889.0,4,4,0,2.0,Old Property,900.0,0,0,0,0,0,0,0,225.0
house,independent,sector 9,1.1,8148.0,2,2,1,2.0,Old Property,150.0,0,1,0,0,0,0,0,675.0
house,independent,sector 17,3.0,11111.0,4,4,0,1.0,Old Property,3000.0,0,0,0,0,0,0,0,675.0
house,vipul tatvam villa,sector 48,8.5,26235.0,4,6,3,3.0,Old Property,3240.0,0,1,0,1,1,0,44,810.0
house,independent,sector 8,0.82,10224.0,4,4,0,2.0,Moderately Old,891.0,0,0,0,0,0,0,0,200.5
house,ansal api esencia,sector 67,1.85,8222.0,3,3,3,1.0,Moderately Old,278.0,0,0,0,0,0,0,60,750.0
house,anant raj estates,sector 63a,8.5,27139.0,6,6,3+,3.0,Under Construction,3132.0,0,0,1,1,0,0,23,522.0
house,independent,sector 43,5.75,23663.0,4,4,2,4.0,Under Construction,2430.0,0,0,1,0,1,2,160,607.5
house,independent,sector 9,0.6,10753.0,3,3,1,2.0,Relatively New,558.0,0,0,0,0,0,0,0,186.0
house,independent,sector 24,3.2,6584.0,14,14,3+,6.0,Relatively New,4860.0,0,0,0,0,0,4,10,347.1428571428572
house,hero homes,sector 104,1.95,21196.0,3,5,3+,2.0,Moderately Old,920.0,0,0,0,0,0,0,73,306.6666666666667
house,international city by sobha phase 1,sector 109,6.1,25103.0,5,6,3+,2.0,Moderately Old,2430.0,0,0,0,0,1,0,36,486.0
house,independent,sector 8,2.0,14959.0,3,1,0,3.0,Moderately Old,1337.4,0,0,0,0,0,0,12,445.6666666666667
house,smart world gems,sector 89,1.25,8784.0,3,3,2,1.0,Under Construction,1423.0,1,1,0,0,0,0,63,474.3333333333333
house,independent,sector 12,0.65,6500.0,6,2,3,1.0,Old Property,1111.0,0,0,0,0,0,0,0,166.66666666666666
house,independent,sector 13,0.9,11465.0,5,4,3,3.0,Moderately Old,785.0,1,1,0,1,1,0,0,157.0
house,independent,sector 105,1.3,11556.0,3,3,1,2.0,Moderately Old,1125.0,0,0,0,0,0,0,16,375.0
house,shree krishna homes,sector 104,0.48,5556.0,2,2,1,1.0,New Property,795.0,1,1,0,1,0,0,42,432.0
house,independent,sector 3,0.68,3875.0,5,3,0,1.0,Old Property,1755.0,0,0,0,0,0,0,0,351.0
house,bhim garh kheri,sector 3,1.5,7576.0,7,2,0,1.0,Old Property,1980.0,0,0,0,0,0,0,0,282.85714285714283
house,independent,sector 105,1.3,11556.0,3,3,1,1.0,Moderately Old,1125.0,0,0,0,0,0,0,0,375.0
house,independent,sector 9,0.6,10753.0,2,2,1,1.0,Moderately Old,558.0,0,0,0,0,0,0,6,279.0
house,independent,sector 10a,0.49,10381.0,2,1,0,1.0,Old Property,530.0,0,0,0,0,0,0,4,236.0
house,independent,sector 15,1.07,11889.0,2,2,1,1.0,Old Property,900.0,0,0,0,0,1,0,4,450.0
house,independent,sector 11,2.1,17284.0,6,6,3+,3.0,Relatively New,1215.0,0,0,0,0,0,0,14,202.5
house,independent,sector 3 phase 2,1.0,11111.0,3,4,2,2.0,Relatively New,900.0,0,0,0,0,0,0,0,300.0
house,independent,sector 105,1.1,12222.0,6,4,1,1.0,Moderately Old,1000.0,0,0,0,0,0,0,0,150.0
house,tulip yellow,sector 69,2.95,16389.0,4,3,2,3.0,New Property,1800.0,0,1,0,1,0,2,98,450.0
house,huda housing board colony,sector 31,4.6,31507.0,6,4,3+,3.0,Old Property,1460.0,0,1,0,0,0,0,6,243.33333333333331
house,independent,sector 9,0.35,9722.0,2,2,1,2.0,Old Property,360.0,0,0,0,0,0,0,0,180.0
house,independent,sector 4,0.4,8889.0,1,1,0,1.0,Moderately Old,450.0,0,0,0,0,0,0,0,450.0
house,shri shyam residency,sector 104,0.62,12400.0,3,3,1,2.0,Moderately Old,900.0,0,1,0,0,0,2,6,166.66666666666666
house,independent,sector 4,0.92,15257.0,4,4,3,4.0,Moderately Old,603.0,0,1,0,0,0,0,0,150.75
house,not applicable,sector 4,0.8,6088.0,5,4,3,3.0,Under Construction,146.0,0,0,0,0,0,0,0,262.8
house,independent,sector 33,1.5,14245.0,2,3,2,1.0,New Property,1053.0,1,0,0,1,0,1,68,526.5
house,independent,sector 25,13.5,37313.0,5,6,3+,4.0,Old Property,3618.0,0,1,0,0,0,3,71,723.6
house,independent,sector 7,0.45,5000.0,3,2,1,2.0,Old Property,900.0,0,1,0,0,0,1,8,300.0
house,independent,sector 105,1.2,10118.0,6,2,1,2.0,Old Property,1185.51,0,0,0,0,0,0,12,197.66666666666663
house,independent,sector 15,1.8,10000.0,4,3,1,1.0,Old Property,1800.0,0,0,0,0,0,0,12,450.0
house,independent,sector 67,1.5,8641.0,5,3,2,2.0,New Property,200.0,0,0,0,0,0,0,0,347.2
house,palam vihar extension west zone rwa,sector 2,0.35,6481.0,2,2,0,1.0,New Property,600.0,0,0,0,0,0,0,0,270.0
house,independent,sector 3,0.55,6707.0,2,2,1,2.0,Moderately Old,810.0,0,0,0,0,0,0,0,410.0
house,not applicable,sector 4,0.4,9259.0,1,1,1,1.0,Moderately Old,432.0,0,0,0,0,0,0,0,432.0
house,independent,sector 67,3.0,11905.0,4,4,0,3.0,Moderately Old,2800.0,0,0,0,0,0,0,0,630.0
house,row house,sector 105,0.43,9130.0,3,3,3,2.0,Relatively New,1050.0,0,0,0,0,0,0,0,157.0
house,independent,sector 8,0.32,7111.0,2,3,1,1.0,Relatively New,450.0,0,0,0,0,0,0,0,225.0
house,independent,sector 4,0.47,8007.0,2,1,1,1.0,Moderately Old,624.0,0,0,1,0,0,0,0,293.5
house,madan puri,sector 7,0.75,12500.0,3,5,3,3.0,Moderately Old,600.0,0,0,0,0,0,0,0,200.0
house,independent,sector 102,0.71,10143.0,4,2,1,2.0,New Property,700.0,0,0,0,0,0,0,0,175.0
house,indiabulls centrum park,sector 103,3.25,8125.0,4,3,3+,20.0,Under Construction,4000.0,0,0,0,0,0,0,58,1000.0
house,huda flats,sector 7,2.3,17037.0,5,3,3+,3.0,Old Property,1350.0,1,0,0,1,1,0,20,270.0
house,independent,sector 12,1.35,12217.0,5,5,1,3.0,Old Property,2052.0,0,0,0,0,0,0,24,221.0
house,independent,sector 6,1.25,11574.0,5,5,1,2.0,New Property,120.0,0,0,0,1,0,0,0,216.0
house,naman residency,sector 4,0.5,11111.0,2,2,2,2.0,New Property,450.0,1,1,0,1,1,0,12,225.0
house,housing board colony,sector 28,5.5,30556.0,4,3,3,2.0,Old Property,1800.0,0,1,0,1,0,1,16,450.0
house,sai kripa floors 5,sector 11,0.9,11250.0,5,5,3,3.0,Relatively New,800.0,0,0,0,0,0,0,0,160.0
house,independent,sector 24,3.25,30374.0,4,4,3,3.0,Old Property,1070.0,0,0,0,0,0,0,10,267.5
house,independent,sector 2,0.4,7619.0,2,2,1,1.0,Relatively New,583.0,0,0,0,0,0,0,0,262.5
house,rattan garden,sector 7,1.3,13499.0,5,3,2,3.0,Old Property,963.0,0,0,0,0,0,0,0,192.6
house,signature global city 92,sector 92,0.75,7821.0,2,2,3,1.0,Relatively New,959.0,0,0,0,0,0,0,70,479.5
house,independent,sector 33,1.55,14720.0,2,3,2,1.0,New Property,1053.0,1,0,0,1,0,1,44,526.5
house,unitech escape,sector 50,12.0,37037.0,5,6,3+,3.0,Moderately Old,3240.0,0,0,0,0,0,0,72,648.0
house,independent,sector 8,0.45,9000.0,1,1,1,3.0,Moderately Old,556.0,0,0,0,0,0,0,0,500.0
house,independent,sector 11,1.2,4444.0,7,3,0,3.0,Old Property,300.0,0,0,0,0,0,0,0,385.7142857142857
house,bhim nagar society,sector 6,0.4,2500.0,4,2,2,1.0,Moderately Old,1600.0,0,0,0,0,0,0,0,400.0
house,independent,sector 4,0.7,6648.0,3,3,0,1.0,Moderately Old,117.0,0,0,0,0,0,0,0,351.0
house,shivaji nagar residential,sector 11,3.08,11407.0,6,4,2,1.0,Old Property,2700.0,0,0,0,0,0,0,0,450.0
house,independent,sector 56,2.95,20233.0,2,2,0,1.0,Relatively New,1458.0,0,0,0,0,0,0,0,729.0
house,independent,sector 7,3.0,11494.0,7,7,0,3.0,Old Property,2610.0,0,0,0,0,0,0,0,372.8571428571428
house,independent,sector 12,2.75,12343.0,6,6,2,2.0,Old Property,2228.0,0,0,0,0,0,0,0,371.3333333333333
house,independent,sector 7,2.25,16892.0,5,3,0,2.0,Old Property,148.0,0,0,0,0,0,0,0,266.4
house,independent,sector 28,1.45,8002.0,3,2,1,1.0,Relatively New,1800.0,0,0,0,0,0,0,0,604.0
house,independent,sector 12,0.38,4222.0,3,3,3,3.0,Relatively New,900.0,0,0,0,0,0,0,0,300.0
house,independent,sector 47,4.6,26620.0,7,6,3+,4.0,Moderately Old,1728.0,0,0,0,0,0,2,43,246.8571428571429
house,independent,sector 33 road,0.5,5556.0,2,1,2,1.0,Moderately Old,900.0,0,0,0,0,0,0,0,450.0
house,independent,sector 39,7.0,10000.0,10,11,3+,4.0,Relatively New,7000.0,0,0,0,1,0,5,32,700.0
house,jacob pura,sector 12,0.35,9722.0,2,1,0,2.0,Old Property,360.0,0,0,0,0,0,0,0,180.0
house,independent,sector 39,1.6,17937.0,1,1,2,2.0,Old Property,892.0,0,0,0,0,0,0,36,892.0
house,independent,sector 17,0.29,3255.0,2,1,0,0.0,Old Property,891.0,0,0,0,0,0,0,0,445.5
house,"nirmal enclave, maruti kunj road",sector 11,0.24,5333.0,2,2,0,2.0,Relatively New,450.0,0,0,0,0,0,0,0,225.0
house,independent,sector 26,5.6,30551.0,4,3,3+,3.0,Moderately Old,1833.0,0,0,0,0,0,0,29,458.25
house,independent,sector 8,0.55,4583.0,2,2,0,2.0,Moderately Old,1333.0,0,0,0,0,0,0,0,600.0
house,independent,sector 39,1.8,21871.0,1,1,2,3.0,Relatively New,800.0,0,0,0,0,0,0,0,823.0
house,independent,sector 11,1.8,8079.0,8,5,2,1.0,Old Property,2476.0,0,0,0,0,0,0,0,278.5
house,independent,sector 11,0.44,4251.0,3,2,1,1.0,Relatively New,128.0,0,1,0,1,0,0,45,345.0
house,greenopolis,sector 89,0.7,5397.0,2,2,2,14.0,New Property,1297.0,0,0,0,0,0,0,0,648.5
house,vipul world,sector 48,3.35,5583.0,6,5,3+,3.0,Moderately Old,6000.0,0,0,0,0,0,0,66,1000.0
house,independent,sector 4,0.47,3518.0,3,4,0,3.0,Moderately Old,1350.0,0,0,0,0,0,0,0,445.3333333333333
house,independent,sector 7,1.2,11194.0,5,4,2,3.0,Old Property,1072.0,0,0,0,0,0,0,0,214.4
house,spaze privy,sector 72,3.09,6981.0,5,5,3+,14.0,Relatively New,3653.0,0,0,0,0,1,1,46,885.2
house,independent,sector 12,1.7,9444.0,3,3,0,1.0,Old Property,200.0,0,0,0,0,0,0,0,600.0
house,independent,sector 9,1.65,18333.0,2,3,0,3.0,Old Property,900.0,0,0,0,0,0,0,0,450.0
house,sare crescent parc royal greens phase 1,sector 92,0.85,4877.0,4,4,3,4.0,Relatively New,1743.0,0,0,0,0,0,0,0,435.75
house,independent,sector 105,0.74,7400.0,3,3,0,2.0,Moderately Old,1000.0,0,0,0,0,0,0,0,333.3333333333333
house,independent,sector 1,1.85,16003.0,4,3,2,3.0,Moderately Old,1284.0,0,0,0,0,0,0,0,289.0
house,independent,sector 3 phase 2,0.4,8000.0,2,1,0,1.0,Relatively New,500.0,0,0,0,0,0,0,0,250.0
house,independent,sector 3 phase 2,0.85,9444.0,5,3,3,1.0,Relatively New,1000.0,0,0,0,0,0,0,0,180.0
house,independent,sector 7,0.69,9103.0,1,1,1,2.0,Old Property,758.0,0,0,0,0,0,0,0,758.0
house,anshul,sector 6,0.85,7727.0,2,2,0,4.0,Moderately Old,1222.0,0,0,0,0,0,0,0,550.0
house,independent,sector 12,1.4,8701.0,2,2,1,2.0,Old Property,166.0,0,0,0,0,0,0,0,804.5
house,independent,sector 9,1.8,5950.0,5,5,3+,3.0,Moderately Old,3025.0,0,0,0,0,0,0,0,605.0
house,independent,sector 102,0.7,9722.0,4,3,2,3.0,Relatively New,720.0,0,0,1,1,0,0,8,180.0
house,shivpuri,sector 7,2.4,8889.0,10,5,3,2.0,Old Property,2700.0,1,0,0,1,1,0,9,270.0
house,independent,sector 3,0.6,6000.0,1,1,0,1.0,Old Property,1000.0,0,0,0,0,0,0,0,1000.0
house,independent,sector 7,2.43,14890.0,4,4,2,3.0,Old Property,1632.0,1,0,1,1,0,0,32,408.0
house,independent,sector 110,0.34,6800.0,1,1,0,1.0,Old Property,500.0,0,0,0,0,0,0,0,500.0
house,independent,sector 3,0.55,7333.0,1,1,0,1.0,Old Property,750.0,0,0,0,0,0,0,0,750.0
house,independent,sector 28,0.7,8102.0,4,2,0,2.0,Old Property,864.0,0,0,0,0,0,0,4,216.0
house,independent,sector 12,1.2,14184.0,4,4,2,2.0,Relatively New,846.0,0,0,0,1,0,1,6,211.5
house,independent,sector 33 road,0.49,4261.0,2,2,1,3.0,New Property,1150.0,0,0,0,0,0,0,0,575.0
house,independent,sector 9a,0.37,9391.0,1,1,0,3.0,Moderately Old,394.0,0,0,0,0,0,0,0,394.0
house,independent,sector 36,0.75,6938.0,3,1,0,1.0,New Property,1081.0,0,0,0,0,0,0,0,360.3333333333333
house,independent,sector 11,3.5,15556.0,10,1,0,1.0,New Property,2250.0,0,0,0,0,0,0,0,225.0
house,independent,sector 26,4.5,33333.0,5,5,3+,2.0,Old Property,1350.0,0,0,0,0,0,0,4,270.0
house,independent,sector 3,0.9,10000.0,3,4,3,3.0,Moderately Old,3500.0,0,1,0,0,0,1,37,300.0
house,suncity avenue 76,sector 76,0.75,10067.0,2,2,2,11.0,New Property,745.0,0,0,0,0,0,0,36,372.5
house,sneh vihar,sector 33 road,1.35,10000.0,5,5,3+,4.0,Relatively New,1350.0,0,0,0,0,0,0,0,270.0
house,not applicable,sector 4,0.65,13000.0,2,1,1,3.0,Moderately Old,500.0,0,0,0,0,0,0,4,250.0
house,independent,sector 24,11.0,28902.0,8,11,3+,3.0,Old Property,5000.0,1,1,0,1,1,3,34,475.75
house,adani brahma samsara,sector 60,18.02,28200.0,9,12,3+,3.0,Relatively New,6390.0,0,0,0,0,1,5,151,710.0
house,independent,sector 36,0.66,7166.0,2,2,3,4.0,New Property,823.0,0,0,0,0,0,0,0,460.5
house,signature global city 63a,sector 63,1.5,6289.0,3,3,2,1.0,New Property,2385.0,0,0,0,0,0,0,0,795.0
house,independent,sector 11,2.5,17857.0,5,4,3,1.0,Old Property,1400.0,0,0,1,0,0,0,0,280.0
house,suncity township,sector 54,2.0,3440.0,9,9,3,11.0,Relatively New,60.0,0,0,0,0,1,5,6,646.0
house,independent,sector 2,0.7,7778.0,1,1,0,1.0,Old Property,900.0,0,0,0,0,0,0,0,900.0
house,independent,sector 69,0.8,10485.0,1,1,0,1.0,New Property,763.0,0,0,0,0,0,0,0,763.0
house,independent,sector 12,1.7,8000.0,5,5,3,3.0,Moderately Old,2000.0,0,1,0,1,0,0,8,425.0
house,independent,sector 39,0.34,7556.0,1,1,1,1.0,Moderately Old,450.0,0,0,0,0,0,0,0,450.0
house,independent,sector 3,0.58,10603.0,2,3,2,2.0,Relatively New,1200.0,0,0,0,0,0,0,6,273.5
house,independent,sector 3,0.8,8155.0,5,4,1,2.0,Moderately Old,981.0,0,0,0,0,0,0,0,196.2
house,independent,sector 3,0.58,10584.0,2,3,2,2.0,Relatively New,1000.0,0,0,0,0,0,0,6,274.0
house,independent,sector 24,2.6,24074.0,4,4,3+,4.0,Relatively New,1080.0,1,0,1,1,0,5,0,270.0
house,project mianwali colony,sector 12,2.0,14815.0,5,5,2,3.0,Old Property,1350.0,0,0,0,0,0,0,0,270.0
house,independent,sector 17a,3.87,5160.0,19,17,3+,5.0,Relatively New,7500.0,1,0,1,0,0,0,70,394.7368421052632
house,independent,sector 12,2.25,9615.0,3,2,1,1.0,Old Property,250.0,0,0,0,1,1,0,12,780.0
house,nitin vihar,sector 33,0.85,9444.0,3,2,0,1.0,Relatively New,900.0,0,0,0,0,0,0,22,300.0
house,sector 15 part 2 rwa,sector 15,10.0,22222.0,5,5,2,2.0,Old Property,4518.0,0,0,0,0,0,0,44,900.0
house,independent,sector 24,3.5,32407.0,5,4,3,3.0,Old Property,1080.0,0,0,0,0,0,0,10,216.0
house,independent,sector 4,0.55,6815.0,2,1,1,1.0,Moderately Old,75.0,0,0,0,0,0,0,0,403.5
house,independent,sector 28,1.39,11583.0,2,2,1,3.0,Old Property,1450.0,0,0,1,0,0,0,37,600.0
house,independent,sector 12,0.7,6034.0,3,3,0,1.0,Relatively New,1160.0,0,0,0,0,0,0,18,386.6666666666667
house,independent,sector 8,0.59,10085.0,2,2,2,2.0,Moderately Old,585.0,0,1,0,0,0,1,4,292.5
house,independent,sector 53,4.0,17778.0,5,5,2,3.0,Relatively New,2250.0,1,0,0,0,0,0,18,450.0
house,independent,sector 50,12.5,40611.0,6,5,3,4.0,Moderately Old,3078.0,1,0,0,1,1,5,20,513.0
house,u block dlf phase 3 road no 21,sector 24,1.6,3292.0,7,5,3+,4.0,Old Property,540.0,0,0,0,0,0,0,0,694.2857142857143
house,dlf city plots phase 3,sector 24,1.6,3292.0,8,5,3+,4.0,Old Property,540.0,0,0,0,0,0,0,6,607.5
house,independent,sector 12,2.9,10741.0,7,7,3,2.0,Old Property,2700.0,0,0,0,0,0,0,4,385.7142857142857
